touch_id,inquiry_id,touch_timestamp,channel,platform,campaign_id,campaign_name,ad_group,keyword,search_term,match_type,landing_page,geography,cost,platform_conversion,source_system,evidence_class
TOUCH-000801,,2026-06-22T15:59:39,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,CA,18.66,0,Google Ads,System-Observed
TOUCH-000802,,2026-06-07T07:11:38,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,AZ,20.76,0,Google Ads,System-Observed
TOUCH-000803,,2026-06-01T17:58:30,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,TX,21.22,0,Google Ads,System-Observed
TOUCH-000804,,2026-06-25T16:06:39,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,NV,27.98,0,Google Ads,System-Observed
TOUCH-000805,,2026-06-03T11:19:26,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,AZ,29.14,0,Google Ads,System-Observed
TOUCH-000806,,2026-06-16T13:29:32,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,UT,23.01,0,Google Ads,System-Observed
TOUCH-000807,,2026-06-23T17:38:49,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,NY,19.38,0,Microsoft Ads,System-Observed
TOUCH-000808,,2026-06-22T16:47:18,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,OR,21.26,0,Microsoft Ads,System-Observed
TOUCH-000809,,2026-06-17T16:36:01,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Residential Programs,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,UT,18.18,0,Microsoft Ads,System-Observed
TOUCH-000810,,2026-06-13T20:57:22,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,UT,26.95,0,Microsoft Ads,System-Observed
TOUCH-000811,,2026-06-18T14:43:45,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,OR,22.46,0,Microsoft Ads,System-Observed
TOUCH-000812,,2026-06-13T09:43:06,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Detox Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,CA,23.46,0,Microsoft Ads,System-Observed
TOUCH-000813,,2026-06-05T17:09:00,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,NY,25.83,0,Microsoft Ads,System-Observed
TOUCH-000814,,2026-06-23T15:33:03,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,NV,29.98,0,Microsoft Ads,System-Observed
TOUCH-000815,,2026-06-13T18:11:04,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,OR,13.96,0,Microsoft Ads,System-Observed
TOUCH-000816,,2026-06-16T16:01:19,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,OR,14.47,0,Microsoft Ads,System-Observed
TOUCH-000817,,2026-06-11T13:56:49,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Residential Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,CA,18.05,0,Microsoft Ads,System-Observed
TOUCH-000818,,2026-06-18T10:03:00,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Residential Programs,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,FL,31.91,0,Microsoft Ads,System-Observed
TOUCH-000819,,2026-06-29T15:51:46,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,NY,13.26,0,Microsoft Ads,System-Observed
TOUCH-000820,,2026-06-30T19:16:37,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Admissions,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,FL,21.41,0,Microsoft Ads,System-Observed
TOUCH-000821,,2026-06-09T14:41:58,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,OR,9.52,0,Microsoft Ads,System-Observed
TOUCH-000822,,2026-06-18T13:49:23,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Admissions,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,FL,17.53,0,Microsoft Ads,System-Observed
TOUCH-000823,,2026-06-04T18:14:15,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,NY,28.29,0,Microsoft Ads,System-Observed
TOUCH-000824,,2026-06-24T15:21:20,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Detox Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,UT,15.01,0,Microsoft Ads,System-Observed
TOUCH-000825,,2026-06-20T17:21:57,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,FL,27.82,0,Microsoft Ads,System-Observed
TOUCH-000826,,2026-06-16T07:44:18,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,UT,14.57,0,Microsoft Ads,System-Observed
TOUCH-000827,,2026-06-06T12:41:05,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,AZ,16.22,0,Microsoft Ads,System-Observed
TOUCH-000828,,2026-06-06T10:18:14,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,CO,26.69,0,Microsoft Ads,System-Observed
TOUCH-000829,,2026-06-16T19:02:01,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,CO,9.17,0,Microsoft Ads,System-Observed
TOUCH-000830,,2026-06-29T12:41:47,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Admissions,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,TX,22.34,0,Microsoft Ads,System-Observed
TOUCH-000831,,2026-06-04T12:01:40,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,FL,3.23,0,Meta,System-Observed
TOUCH-000832,,2026-06-24T12:00:43,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,NV,6.06,0,Meta,System-Observed
TOUCH-000833,,2026-06-02T13:56:33,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,CO,3.32,0,Meta,System-Observed
TOUCH-000834,,2026-06-14T12:35:35,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,UT,8.08,0,Meta,System-Observed
TOUCH-000835,,2026-06-08T12:16:13,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,CA,11.52,0,Meta,System-Observed
TOUCH-000836,,2026-06-22T16:47:57,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,TX,5.46,0,Meta,System-Observed
TOUCH-000837,,2026-06-23T12:52:02,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,CO,11.61,0,Meta,System-Observed
TOUCH-000838,,2026-06-27T11:43:13,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,NY,7.11,0,Meta,System-Observed
TOUCH-000839,,2026-06-25T12:51:03,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NV,5.55,0,Meta,System-Observed
TOUCH-000840,,2026-06-06T07:14:31,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,OR,3.09,0,Meta,System-Observed
TOUCH-000841,,2026-06-29T18:20:50,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,OR,11.81,0,Meta,System-Observed
TOUCH-000842,,2026-06-10T12:39:12,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,UT,10.64,0,Meta,System-Observed
TOUCH-000843,,2026-06-16T20:27:31,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,OR,11.93,0,Meta,System-Observed
TOUCH-000844,,2026-06-07T15:56:32,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,14.1,0,Meta,System-Observed
TOUCH-000845,,2026-06-10T14:47:34,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,OR,10.2,0,Meta,System-Observed
TOUCH-000846,,2026-06-12T13:13:30,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,10.52,0,Meta,System-Observed
TOUCH-000847,,2026-06-30T17:14:43,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,UT,9.98,0,Meta,System-Observed
TOUCH-000848,,2026-06-21T16:15:20,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,WA,14.19,0,Meta,System-Observed
TOUCH-000849,,2026-06-01T16:44:59,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,12.9,0,Meta,System-Observed
TOUCH-000850,,2026-06-27T16:07:37,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,4.13,0,Meta,System-Observed
TOUCH-000851,,2026-06-14T20:59:40,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,CA,4.02,0,Meta,System-Observed
TOUCH-000852,,2026-06-05T16:33:10,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NY,7.64,0,Meta,System-Observed
TOUCH-000853,,2026-06-07T07:02:38,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,CA,12.87,0,Meta,System-Observed
TOUCH-000854,,2026-06-05T15:48:16,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,14.2,0,Meta,System-Observed
TOUCH-000855,,2026-06-08T15:05:30,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,UT,10.54,0,Meta,System-Observed
TOUCH-000856,,2026-06-08T17:17:59,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,UT,12.71,0,Meta,System-Observed
TOUCH-000857,,2026-06-20T19:46:06,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,UT,6.12,0,Meta,System-Observed
TOUCH-000858,,2026-06-24T16:03:53,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,CO,7.07,0,Meta,System-Observed
TOUCH-000859,,2026-06-30T14:52:56,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,CO,3.34,0,Meta,System-Observed
TOUCH-000860,,2026-06-04T19:28:48,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,5.75,0,Meta,System-Observed
TOUCH-000861,,2026-06-11T09:07:53,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NY,9.62,0,Meta,System-Observed
TOUCH-000862,,2026-06-01T11:30:32,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,TX,12.54,0,Meta,System-Observed
TOUCH-000863,,2026-06-02T16:57:55,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,TX,4.7,0,Meta,System-Observed
TOUCH-000864,,2026-06-22T17:04:41,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NY,13.22,0,Meta,System-Observed
TOUCH-000865,,2026-06-08T20:47:20,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,CO,5.72,0,Meta,System-Observed
TOUCH-000866,,2026-06-27T16:09:27,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,UT,6.93,0,Meta,System-Observed
TOUCH-000867,,2026-06-04T12:19:42,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,NY,10.95,0,Meta,System-Observed
TOUCH-000868,,2026-06-05T08:27:42,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,CO,12.69,0,Meta,System-Observed
TOUCH-000869,,2026-06-09T14:13:44,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,TX,8.22,0,Meta,System-Observed
TOUCH-000870,,2026-06-13T15:15:22,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NY,5.21,0,Meta,System-Observed
TOUCH-000871,,2026-06-01T13:42:39,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,CO,12.93,0,Meta,System-Observed
TOUCH-000872,,2026-06-12T08:02:49,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,OR,14.27,0,Meta,System-Observed
TOUCH-000873,,2026-06-21T20:26:09,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,WA,13.59,0,Meta,System-Observed
TOUCH-000874,,2026-06-08T17:02:14,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,OR,12.78,0,Meta,System-Observed
TOUCH-000875,,2026-06-15T08:17:35,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,8.87,0,Meta,System-Observed
TOUCH-000876,,2026-06-02T16:07:57,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,FL,7.76,0,Meta,System-Observed
TOUCH-000877,,2026-06-03T16:48:10,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,WA,8.99,0,Meta,System-Observed
TOUCH-000878,,2026-06-10T12:10:06,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,CO,13.99,0,Meta,System-Observed
TOUCH-000879,,2026-06-20T08:31:48,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NY,8.99,0,Meta,System-Observed
TOUCH-000880,,2026-06-26T17:47:50,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,AZ,8.75,0,Meta,System-Observed
TOUCH-000881,,2026-06-06T15:38:29,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NV,11.31,0,Meta,System-Observed
TOUCH-000882,,2026-06-25T07:29:40,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,CO,10.49,0,Meta,System-Observed
TOUCH-000883,,2026-06-27T11:00:01,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,AZ,12.32,0,Meta,System-Observed
TOUCH-000884,,2026-06-05T16:56:19,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,3.8,0,Meta,System-Observed
TOUCH-000885,,2026-06-11T19:32:32,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NY,8.21,0,Meta,System-Observed
TOUCH-000886,,2026-06-28T17:39:48,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,WA,3.81,0,Meta,System-Observed
TOUCH-000887,,2026-06-26T12:11:54,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NV,4.54,0,Meta,System-Observed
TOUCH-000888,,2026-06-12T14:45:40,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,UT,9.06,0,Meta,System-Observed
TOUCH-000889,,2026-06-25T19:49:33,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,OR,6.28,0,Meta,System-Observed
TOUCH-000890,,2026-06-13T17:03:55,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,AZ,8.07,0,Meta,System-Observed
TOUCH-000891,,2026-06-11T11:36:27,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,UT,14.4,0,Meta,System-Observed
TOUCH-000892,,2026-06-14T16:18:40,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,6.38,0,Meta,System-Observed
TOUCH-000893,,2026-06-13T07:35:00,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,14.51,0,Meta,System-Observed
TOUCH-000894,,2026-06-24T09:14:18,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,AZ,6.09,0,Meta,System-Observed
TOUCH-000895,,2026-06-21T18:14:02,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,FL,7.87,0,Meta,System-Observed
TOUCH-000896,,2026-06-13T14:57:01,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,11.26,0,Meta,System-Observed
TOUCH-000897,,2026-06-16T09:35:49,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,9.98,0,Meta,System-Observed
TOUCH-000898,,2026-06-07T07:36:30,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,CO,13.57,0,Meta,System-Observed
TOUCH-000899,,2026-06-01T10:29:17,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,3.84,0,Meta,System-Observed
TOUCH-000900,,2026-06-13T17:00:59,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,4.67,0,Meta,System-Observed
TOUCH-000901,,2026-06-02T18:10:14,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,5.75,0,Meta,System-Observed
TOUCH-000902,,2026-06-10T20:00:12,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NY,8.34,0,Meta,System-Observed
TOUCH-000903,,2026-06-03T07:57:29,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,CA,14.07,0,Meta,System-Observed
TOUCH-000904,,2026-06-05T16:57:53,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,CO,11.91,0,Meta,System-Observed
TOUCH-000905,,2026-06-06T19:28:41,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,10.93,0,Meta,System-Observed
TOUCH-000906,,2026-06-21T11:58:06,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000907,,2026-06-03T13:32:25,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000908,,2026-06-23T09:45:55,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000909,,2026-06-07T12:55:37,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000910,,2026-06-23T17:17:04,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000911,,2026-06-10T14:56:29,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000912,,2026-06-01T17:34:42,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000913,,2026-06-10T13:37:26,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000914,,2026-06-23T11:55:39,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000915,,2026-06-12T08:55:07,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000916,,2026-06-25T20:49:03,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000917,,2026-06-25T20:57:39,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000918,,2026-06-21T18:26:42,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000919,,2026-06-06T18:45:08,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000920,,2026-06-01T08:57:24,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000921,,2026-06-11T19:55:16,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000922,,2026-06-13T17:54:43,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000923,,2026-06-11T16:29:28,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000924,,2026-06-20T08:23:29,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000925,,2026-06-10T18:53:36,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000926,,2026-06-06T19:06:56,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000927,,2026-06-18T16:32:54,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000928,,2026-06-19T13:13:18,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000929,,2026-06-14T13:37:44,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000930,,2026-06-04T14:15:06,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000931,,2026-06-15T20:03:49,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000932,,2026-06-28T20:30:55,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000933,,2026-06-25T08:18:35,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000934,,2026-06-02T17:56:11,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000935,,2026-06-28T17:31:33,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000936,,2026-06-16T12:10:01,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000937,,2026-06-20T12:26:37,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000938,,2026-06-15T19:38:29,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000939,,2026-06-23T14:59:22,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000940,,2026-06-16T20:42:18,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000941,,2026-06-24T12:00:33,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000942,,2026-06-16T18:52:12,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000943,,2026-06-30T11:05:29,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000944,,2026-06-26T20:43:59,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000945,,2026-06-24T18:39:12,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000946,,2026-06-13T20:37:22,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
